batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,max_total_run_x,crr,rrr,results
Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,2,9,2,213,11.41,1.33,1
Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,1,8,2,213,11.36,0.75,1
Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,1,7,1,213,11.26,0.86,1
Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,0,6,1,213,11.21,0.0,1
Mumbai Indians,Delhi Capitals,Delhi,173,125,10,173,-0.0,8.3,1
Mumbai Indians,Delhi Capitals,Delhi,173,124,10,173,-0.0,8.37,1
Mumbai Indians,Delhi Capitals,Delhi,159,119,10,173,84.0,8.02,1
Mumbai Indians,Delhi Capitals,Delhi,155,118,10,173,54.0,7.88,1
Mumbai Indians,Delhi Capitals,Delhi,151,117,10,173,44.0,7.74,1
Mumbai Indians,Delhi Capitals,Delhi,147,116,10,173,39.0,7.6,1
Mumbai Indians,Delhi Capitals,Delhi,146,115,10,173,32.4,7.62,1
Mumbai Indians,Delhi Capitals,Delhi,146,114,10,173,27.0,7.68,1
Mumbai Indians,Delhi Capitals,Delhi,142,113,10,173,26.57,7.54,1
Mumbai Indians,Delhi Capitals,Delhi,141,112,10,173,24.0,7.55,1
Mumbai Indians,Delhi Capitals,Delhi,141,111,10,173,21.33,7.62,1
Mumbai Indians,Delhi Capitals,Delhi,141,110,10,173,19.2,7.69,1
Mumbai Indians,Delhi Capitals,Delhi,135,109,10,173,20.73,7.43,1
Mumbai Indians,Delhi Capitals,Delhi,131,108,10,173,21.0,7.28,1
Mumbai Indians,Delhi Capitals,Delhi,131,107,10,173,19.38,7.35,1
Mumbai Indians,Delhi Capitals,Delhi,131,106,10,173,18.0,7.42,1
Mumbai Indians,Delhi Capitals,Delhi,130,105,10,173,17.2,7.43,1
Mumbai Indians,Delhi Capitals,Delhi,129,104,10,173,16.5,7.44,1
Mumbai Indians,Delhi Capitals,Delhi,129,103,10,173,15.53,7.51,1
Mumbai Indians,Delhi Capitals,Delhi,128,102,10,173,15.0,7.53,1
Mumbai Indians,Delhi Capitals,Delhi,124,101,10,173,15.47,7.37,1
Mumbai Indians,Delhi Capitals,Delhi,124,101,10,173,15.47,7.37,1
Mumbai Indians,Delhi Capitals,Delhi,123,100,10,173,15.0,7.38,1
Mumbai Indians,Delhi Capitals,Delhi,123,99,10,173,14.29,7.45,1
Mumbai Indians,Delhi Capitals,Delhi,119,98,10,173,14.73,7.29,1
Mumbai Indians,Delhi Capitals,Delhi,118,97,10,173,14.35,7.3,1
Mumbai Indians,Delhi Capitals,Delhi,114,96,10,173,14.75,7.12,1
Mumbai Indians,Delhi Capitals,Delhi,113,95,10,173,14.4,7.14,1
Mumbai Indians,Delhi Capitals,Delhi,112,94,10,173,14.08,7.15,1
Mumbai Indians,Delhi Capitals,Delhi,112,93,10,173,13.56,7.23,1
Mumbai Indians,Delhi Capitals,Delhi,112,92,10,173,13.07,7.3,1
Mumbai Indians,Delhi Capitals,Delhi,111,91,10,173,12.83,7.32,1
Mumbai Indians,Delhi Capitals,Delhi,105,90,10,173,13.6,7.0,1
Mumbai Indians,Delhi Capitals,Delhi,104,89,10,173,13.35,7.01,1
Mumbai Indians,Delhi Capitals,Delhi,103,88,10,173,13.12,7.02,1
Mumbai Indians,Delhi Capitals,Delhi,103,87,10,173,12.73,7.1,1
Mumbai Indians,Delhi Capitals,Delhi,103,86,10,173,12.35,7.19,1
Mumbai Indians,Delhi Capitals,Delhi,103,85,10,173,12.0,7.27,1
Mumbai Indians,Delhi Capitals,Delhi,103,84,10,173,11.67,7.36,1
Mumbai Indians,Delhi Capitals,Delhi,102,83,10,173,11.51,7.37,1
Mumbai Indians,Delhi Capitals,Delhi,102,82,10,173,11.21,7.46,1
Mumbai Indians,Delhi Capitals,Delhi,102,81,9,173,10.92,7.56,1
Mumbai Indians,Delhi Capitals,Delhi,101,80,9,173,10.8,7.58,1
Mumbai Indians,Delhi Capitals,Delhi,101,79,9,173,10.54,7.67,1
Mumbai Indians,Delhi Capitals,Delhi,100,78,9,173,10.43,7.69,1
Mumbai Indians,Delhi Capitals,Delhi,100,77,9,173,10.19,7.79,1
Mumbai Indians,Delhi Capitals,Delhi,99,76,9,173,10.09,7.82,1
Mumbai Indians,Delhi Capitals,Delhi,99,75,9,173,9.87,7.92,1
Mumbai Indians,Delhi Capitals,Delhi,98,74,9,173,9.78,7.95,1
Mumbai Indians,Delhi Capitals,Delhi,97,73,9,173,9.7,7.97,1
Mumbai Indians,Delhi Capitals,Delhi,91,72,9,173,10.25,7.58,1
Mumbai Indians,Delhi Capitals,Delhi,90,71,9,173,10.16,7.61,1
Mumbai Indians,Delhi Capitals,Delhi,89,70,9,173,10.08,7.63,1
Mumbai Indians,Delhi Capitals,Delhi,83,69,9,173,10.59,7.22,1
Mumbai Indians,Delhi Capitals,Delhi,83,68,9,173,10.38,7.32,1
Mumbai Indians,Delhi Capitals,Delhi,83,67,9,173,10.19,7.43,1
Mumbai Indians,Delhi Capitals,Delhi,82,66,9,173,10.11,7.45,1
Mumbai Indians,Delhi Capitals,Delhi,81,65,9,173,10.04,7.48,1
Mumbai Indians,Delhi Capitals,Delhi,80,64,9,173,9.96,7.5,1
Mumbai Indians,Delhi Capitals,Delhi,80,63,9,173,9.79,7.62,1
Mumbai Indians,Delhi Capitals,Delhi,76,62,9,173,10.03,7.35,1
Mumbai Indians,Delhi Capitals,Delhi,76,61,9,173,9.86,7.48,1
Mumbai Indians,Delhi Capitals,Delhi,75,60,9,173,9.8,7.5,1
Mumbai Indians,Delhi Capitals,Delhi,75,59,9,173,9.64,7.63,1
Mumbai Indians,Delhi Capitals,Delhi,74,59,9,173,9.74,7.53,1
Mumbai Indians,Delhi Capitals,Delhi,73,58,9,173,9.68,7.55,1
Mumbai Indians,Delhi Capitals,Delhi,72,57,9,173,9.62,7.58,1
Mumbai Indians,Delhi Capitals,Delhi,66,56,9,173,10.03,7.07,1
Mumbai Indians,Delhi Capitals,Delhi,65,55,9,173,9.97,7.09,1
Mumbai Indians,Delhi Capitals,Delhi,61,54,9,173,10.18,6.78,1
Mumbai Indians,Delhi Capitals,Delhi,60,53,9,173,10.12,6.79,1
Mumbai Indians,Delhi Capitals,Delhi,58,52,9,173,10.15,6.69,1
Mumbai Indians,Delhi Capitals,Delhi,57,51,9,173,10.09,6.71,1
Mumbai Indians,Delhi Capitals,Delhi,56,50,9,173,10.03,6.72,1
Mumbai Indians,Delhi Capitals,Delhi,56,49,9,173,9.89,6.86,1
Mumbai Indians,Delhi Capitals,Delhi,56,48,9,173,9.75,7.0,1
Mumbai Indians,Delhi Capitals,Delhi,55,47,9,173,9.7,7.02,1
Mumbai Indians,Delhi Capitals,Delhi,54,46,9,173,9.65,7.04,1
Mumbai Indians,Delhi Capitals,Delhi,54,45,9,173,9.52,7.2,1
Mumbai Indians,Delhi Capitals,Delhi,54,44,9,173,9.39,7.36,1
Mumbai Indians,Delhi Capitals,Delhi,53,43,9,173,9.35,7.4,1
Mumbai Indians,Delhi Capitals,Delhi,52,42,9,173,9.31,7.43,1
Mumbai Indians,Delhi Capitals,Delhi,52,41,9,173,9.19,7.61,1
Mumbai Indians,Delhi Capitals,Delhi,52,40,9,173,9.07,7.8,1
Mumbai Indians,Delhi Capitals,Delhi,51,39,9,173,9.04,7.85,1
Mumbai Indians,Delhi Capitals,Delhi,51,38,9,173,8.93,8.05,1
Mumbai Indians,Delhi Capitals,Delhi,51,37,9,173,8.82,8.27,1
Mumbai Indians,Delhi Capitals,Delhi,50,36,9,173,8.79,8.33,1
Mumbai Indians,Delhi Capitals,Delhi,46,35,9,173,8.96,7.89,1
Mumbai Indians,Delhi Capitals,Delhi,40,34,9,173,9.28,7.06,1
Mumbai Indians,Delhi Capitals,Delhi,34,33,9,173,9.59,6.18,1
Mumbai Indians,Delhi Capitals,Delhi,34,32,9,173,9.48,6.38,1
Mumbai Indians,Delhi Capitals,Delhi,34,31,8,173,9.37,6.58,1
Mumbai Indians,Delhi Capitals,Delhi,34,30,7,173,9.27,6.8,1
Mumbai Indians,Delhi Capitals,Delhi,30,29,7,173,9.43,6.21,1
Mumbai Indians,Delhi Capitals,Delhi,30,28,7,173,9.33,6.43,1
Mumbai Indians,Delhi Capitals,Delhi,30,27,7,173,9.23,6.67,1
Mumbai Indians,Delhi Capitals,Delhi,30,26,7,173,9.13,6.92,1
Mumbai Indians,Delhi Capitals,Delhi,30,25,6,173,9.03,7.2,1
Mumbai Indians,Delhi Capitals,Delhi,26,24,6,173,9.19,6.5,1
Mumbai Indians,Delhi Capitals,Delhi,26,23,6,173,9.09,6.78,1
Mumbai Indians,Delhi Capitals,Delhi,24,22,6,173,9.12,6.55,1
Mumbai Indians,Delhi Capitals,Delhi,24,21,6,173,9.03,6.86,1
Mumbai Indians,Delhi Capitals,Delhi,23,20,6,173,9.0,6.9,1
Mumbai Indians,Delhi Capitals,Delhi,21,19,6,173,9.03,6.63,1
Mumbai Indians,Delhi Capitals,Delhi,20,18,6,173,9.0,6.67,1
Mumbai Indians,Delhi Capitals,Delhi,19,17,6,173,8.97,6.71,1
Mumbai Indians,Delhi Capitals,Delhi,19,16,6,173,8.88,7.12,1
Mumbai Indians,Delhi Capitals,Delhi,18,15,6,173,8.86,7.2,1
Mumbai Indians,Delhi Capitals,Delhi,12,14,6,173,9.11,5.14,1
Mumbai Indians,Delhi Capitals,Delhi,11,13,6,173,9.08,5.08,1
Mumbai Indians,Delhi Capitals,Delhi,5,12,6,173,9.33,2.5,1
Mumbai Indians,Delhi Capitals,Delhi,4,11,6,173,9.3,2.18,1
Mumbai Indians,Delhi Capitals,Delhi,4,10,6,173,9.22,2.4,1
Mumbai Indians,Delhi Capitals,Delhi,4,9,6,173,9.14,2.67,1
Mumbai Indians,Delhi Capitals,Delhi,3,8,6,173,9.11,2.25,1
Mumbai Indians,Delhi Capitals,Delhi,2,7,6,173,9.08,1.71,1
Mumbai Indians,Delhi Capitals,Delhi,0,6,6,173,9.11,0.0,1
Chennai Super Kings,Rajasthan Royals,Chennai,176,125,10,176,-0.0,8.45,0
Chennai Super Kings,Rajasthan Royals,Chennai,176,124,10,176,-0.0,8.52,0
Chennai Super Kings,Rajasthan Royals,Chennai,176,123,10,176,-0.0,8.59,0
Chennai Super Kings,Rajasthan Royals,Chennai,168,119,10,176,48.0,8.47,0
Chennai Super Kings,Rajasthan Royals,Chennai,167,118,10,176,27.0,8.49,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,117,10,176,20.0,8.51,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,116,10,176,15.0,8.59,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,115,10,176,12.0,8.66,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,114,10,176,10.0,8.74,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,113,10,176,8.57,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,166,112,9,176,7.5,8.89,0
Chennai Super Kings,Rajasthan Royals,Chennai,163,111,9,176,8.67,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,162,110,9,176,8.4,8.84,0
Chennai Super Kings,Rajasthan Royals,Chennai,161,109,9,176,8.18,8.86,0
Chennai Super Kings,Rajasthan Royals,Chennai,160,108,9,176,8.0,8.89,0
Chennai Super Kings,Rajasthan Royals,Chennai,160,107,9,176,7.38,8.97,0
Chennai Super Kings,Rajasthan Royals,Chennai,160,106,9,176,6.86,9.06,0
Chennai Super Kings,Rajasthan Royals,Chennai,159,105,9,176,6.8,9.09,0
Chennai Super Kings,Rajasthan Royals,Chennai,155,104,9,176,7.88,8.94,0
Chennai Super Kings,Rajasthan Royals,Chennai,154,103,9,176,7.76,8.97,0
Chennai Super Kings,Rajasthan Royals,Chennai,150,102,9,176,8.67,8.82,0
Chennai Super Kings,Rajasthan Royals,Chennai,150,101,9,176,8.21,8.91,0
Chennai Super Kings,Rajasthan Royals,Chennai,150,100,9,176,7.8,9.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,149,99,9,176,7.71,9.03,0
Chennai Super Kings,Rajasthan Royals,Chennai,145,98,9,176,8.45,8.88,0
Chennai Super Kings,Rajasthan Royals,Chennai,145,97,9,176,8.09,8.97,0
Chennai Super Kings,Rajasthan Royals,Chennai,141,96,9,176,8.75,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,139,95,9,176,8.88,8.78,0
Chennai Super Kings,Rajasthan Royals,Chennai,139,94,9,176,8.54,8.87,0
Chennai Super Kings,Rajasthan Royals,Chennai,133,93,9,176,9.56,8.58,0
Chennai Super Kings,Rajasthan Royals,Chennai,132,92,9,176,9.43,8.61,0
Chennai Super Kings,Rajasthan Royals,Chennai,132,91,9,176,9.1,8.7,0
Chennai Super Kings,Rajasthan Royals,Chennai,131,90,9,176,9.0,8.73,0
Chennai Super Kings,Rajasthan Royals,Chennai,131,89,9,176,8.71,8.83,0
Chennai Super Kings,Rajasthan Royals,Chennai,131,88,9,176,8.44,8.93,0
Chennai Super Kings,Rajasthan Royals,Chennai,130,87,9,176,8.36,8.97,0
Chennai Super Kings,Rajasthan Royals,Chennai,129,86,9,176,8.29,9.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,125,85,9,176,8.74,8.82,0
Chennai Super Kings,Rajasthan Royals,Chennai,124,84,9,176,8.67,8.86,0
Chennai Super Kings,Rajasthan Royals,Chennai,120,83,9,176,9.08,8.67,0
Chennai Super Kings,Rajasthan Royals,Chennai,119,82,9,176,9.0,8.71,0
Chennai Super Kings,Rajasthan Royals,Chennai,118,81,9,176,8.92,8.74,0
Chennai Super Kings,Rajasthan Royals,Chennai,117,80,9,176,8.85,8.78,0
Chennai Super Kings,Rajasthan Royals,Chennai,116,79,9,176,8.78,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,115,78,9,176,8.71,8.85,0
Chennai Super Kings,Rajasthan Royals,Chennai,113,77,9,176,8.79,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,112,76,9,176,8.73,8.84,0
Chennai Super Kings,Rajasthan Royals,Chennai,110,75,9,176,8.8,8.8,0
Chennai Super Kings,Rajasthan Royals,Chennai,108,74,9,176,8.87,8.76,0
Chennai Super Kings,Rajasthan Royals,Chennai,104,73,9,176,9.19,8.55,0
Chennai Super Kings,Rajasthan Royals,Chennai,102,72,9,176,9.25,8.5,0
Chennai Super Kings,Rajasthan Royals,Chennai,100,71,9,176,9.31,8.45,0
Chennai Super Kings,Rajasthan Royals,Chennai,99,71,9,176,9.43,8.37,0
Chennai Super Kings,Rajasthan Royals,Chennai,98,70,9,176,9.36,8.4,0
Chennai Super Kings,Rajasthan Royals,Chennai,98,69,8,176,9.18,8.52,0
Chennai Super Kings,Rajasthan Royals,Chennai,97,68,8,176,9.12,8.56,0
Chennai Super Kings,Rajasthan Royals,Chennai,96,67,8,176,9.06,8.6,0
Chennai Super Kings,Rajasthan Royals,Chennai,96,66,8,176,8.89,8.73,0
Chennai Super Kings,Rajasthan Royals,Chennai,95,65,8,176,8.84,8.77,0
Chennai Super Kings,Rajasthan Royals,Chennai,94,64,8,176,8.79,8.81,0
Chennai Super Kings,Rajasthan Royals,Chennai,93,63,8,176,8.74,8.86,0
Chennai Super Kings,Rajasthan Royals,Chennai,92,62,8,176,8.69,8.9,0
Chennai Super Kings,Rajasthan Royals,Chennai,91,61,8,176,8.64,8.95,0
Chennai Super Kings,Rajasthan Royals,Chennai,90,60,8,176,8.6,9.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,90,59,8,176,8.46,9.15,0
Chennai Super Kings,Rajasthan Royals,Chennai,90,58,8,176,8.32,9.31,0
Chennai Super Kings,Rajasthan Royals,Chennai,89,57,8,176,8.29,9.37,0
Chennai Super Kings,Rajasthan Royals,Chennai,85,56,8,176,8.53,9.11,0
Chennai Super Kings,Rajasthan Royals,Chennai,84,55,8,176,8.49,9.16,0
Chennai Super Kings,Rajasthan Royals,Chennai,84,54,7,176,8.36,9.33,0
Chennai Super Kings,Rajasthan Royals,Chennai,84,53,7,176,8.24,9.51,0
Chennai Super Kings,Rajasthan Royals,Chennai,83,52,7,176,8.21,9.58,0
Chennai Super Kings,Rajasthan Royals,Chennai,83,53,7,176,8.33,9.4,0
Chennai Super Kings,Rajasthan Royals,Chennai,81,52,7,176,8.38,9.35,0
Chennai Super Kings,Rajasthan Royals,Chennai,81,51,7,176,8.26,9.53,0
Chennai Super Kings,Rajasthan Royals,Chennai,80,50,7,176,8.23,9.6,0
Chennai Super Kings,Rajasthan Royals,Chennai,78,49,7,176,8.28,9.55,0
Chennai Super Kings,Rajasthan Royals,Chennai,78,48,7,176,8.17,9.75,0
Chennai Super Kings,Rajasthan Royals,Chennai,78,47,7,176,8.05,9.96,0
Chennai Super Kings,Rajasthan Royals,Chennai,76,46,7,176,8.11,9.91,0
Chennai Super Kings,Rajasthan Royals,Chennai,75,45,7,176,8.08,10.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,74,44,7,176,8.05,10.09,0
Chennai Super Kings,Rajasthan Royals,Chennai,74,43,6,176,7.95,10.33,0
Chennai Super Kings,Rajasthan Royals,Chennai,73,42,6,176,7.92,10.43,0
Chennai Super Kings,Rajasthan Royals,Chennai,73,41,5,176,7.82,10.68,0
Chennai Super Kings,Rajasthan Royals,Chennai,72,40,5,176,7.8,10.8,0
Chennai Super Kings,Rajasthan Royals,Chennai,68,39,5,176,8.0,10.46,0
Chennai Super Kings,Rajasthan Royals,Chennai,67,38,5,176,7.98,10.58,0
Chennai Super Kings,Rajasthan Royals,Chennai,64,37,5,176,8.1,10.38,0
Chennai Super Kings,Rajasthan Royals,Chennai,63,36,5,176,8.07,10.5,0
Chennai Super Kings,Rajasthan Royals,Chennai,63,35,4,176,7.98,10.8,0
Chennai Super Kings,Rajasthan Royals,Chennai,62,35,4,176,8.05,10.63,0
Chennai Super Kings,Rajasthan Royals,Chennai,61,34,4,176,8.02,10.76,0
Chennai Super Kings,Rajasthan Royals,Chennai,60,33,4,176,8.0,10.91,0
Chennai Super Kings,Rajasthan Royals,Chennai,60,32,4,176,7.91,11.25,0
Chennai Super Kings,Rajasthan Royals,Chennai,59,31,4,176,7.89,11.42,0
Chennai Super Kings,Rajasthan Royals,Chennai,59,30,4,176,7.8,11.8,0
Chennai Super Kings,Rajasthan Royals,Chennai,58,29,4,176,7.78,12.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,57,28,4,176,7.76,12.21,0
Chennai Super Kings,Rajasthan Royals,Chennai,56,27,4,176,7.74,12.44,0
Chennai Super Kings,Rajasthan Royals,Chennai,55,26,4,176,7.72,12.69,0
Chennai Super Kings,Rajasthan Royals,Chennai,55,25,4,176,7.64,13.2,0
Chennai Super Kings,Rajasthan Royals,Chennai,54,24,4,176,7.62,13.5,0
Chennai Super Kings,Rajasthan Royals,Chennai,50,23,4,176,7.79,13.04,0
Chennai Super Kings,Rajasthan Royals,Chennai,49,22,4,176,7.78,13.36,0
Chennai Super Kings,Rajasthan Royals,Chennai,48,21,4,176,7.76,13.71,0
Chennai Super Kings,Rajasthan Royals,Chennai,42,20,4,176,8.04,12.6,0
Chennai Super Kings,Rajasthan Royals,Chennai,41,19,4,176,8.02,12.95,0
Chennai Super Kings,Rajasthan Royals,Chennai,40,18,4,176,8.0,13.33,0
Chennai Super Kings,Rajasthan Royals,Chennai,39,17,4,176,7.98,13.76,0
Chennai Super Kings,Rajasthan Royals,Chennai,38,16,4,176,7.96,14.25,0
Chennai Super Kings,Rajasthan Royals,Chennai,34,15,4,176,8.11,13.6,0
Chennai Super Kings,Rajasthan Royals,Chennai,33,14,4,176,8.09,14.14,0
Chennai Super Kings,Rajasthan Royals,Chennai,27,13,4,176,8.36,12.46,0
Chennai Super Kings,Rajasthan Royals,Chennai,27,12,4,176,8.28,13.5,0
Chennai Super Kings,Rajasthan Royals,Chennai,21,11,4,176,8.53,11.45,0
Chennai Super Kings,Rajasthan Royals,Chennai,20,11,4,176,8.59,10.91,0
Chennai Super Kings,Rajasthan Royals,Chennai,19,10,4,176,8.56,11.4,0
Chennai Super Kings,Rajasthan Royals,Chennai,19,9,4,176,8.49,12.67,0
Chennai Super Kings,Rajasthan Royals,Chennai,13,8,4,176,8.73,9.75,0
Chennai Super Kings,Rajasthan Royals,Chennai,7,7,4,176,8.97,6.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,6,6,4,176,8.95,6.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,5,5,4,176,8.92,6.0,0
Chennai Super Kings,Rajasthan Royals,Chennai,4,4,4,176,8.9,6.0,0
Gujarat Titans,Punjab Kings,Chandigarh,147,119,10,154,42.0,7.41,1
Gujarat Titans,Punjab Kings,Chandigarh,143,118,10,154,33.0,7.27,1
Gujarat Titans,Punjab Kings,Chandigarh,143,117,10,154,22.0,7.33,1
Gujarat Titans,Punjab Kings,Chandigarh,142,116,10,154,18.0,7.34,1
Gujarat Titans,Punjab Kings,Chandigarh,140,115,10,154,16.8,7.3,1
Gujarat Titans,Punjab Kings,Chandigarh,136,114,10,154,18.0,7.16,1
Gujarat Titans,Punjab Kings,Chandigarh,132,113,10,154,18.86,7.01,1
Gujarat Titans,Punjab Kings,Chandigarh,128,112,10,154,19.5,6.86,1
Gujarat Titans,Punjab Kings,Chandigarh,126,111,10,154,18.67,6.81,1
Gujarat Titans,Punjab Kings,Chandigarh,122,110,10,154,19.2,6.65,1
Gujarat Titans,Punjab Kings,Chandigarh,118,109,10,154,19.64,6.5,1
Gujarat Titans,Punjab Kings,Chandigarh,118,108,10,154,18.0,6.56,1
Gujarat Titans,Punjab Kings,Chandigarh,114,107,10,154,18.46,6.39,1
Gujarat Titans,Punjab Kings,Chandigarh,113,106,10,154,17.57,6.4,1
Gujarat Titans,Punjab Kings,Chandigarh,113,105,10,154,16.4,6.46,1
Gujarat Titans,Punjab Kings,Chandigarh,112,104,10,154,15.75,6.46,1
Gujarat Titans,Punjab Kings,Chandigarh,111,103,10,154,15.18,6.47,1
Gujarat Titans,Punjab Kings,Chandigarh,110,102,10,154,14.67,6.47,1
Gujarat Titans,Punjab Kings,Chandigarh,110,101,10,154,13.89,6.53,1
Gujarat Titans,Punjab Kings,Chandigarh,108,100,10,154,13.8,6.48,1
Gujarat Titans,Punjab Kings,Chandigarh,106,99,10,154,13.71,6.42,1
Gujarat Titans,Punjab Kings,Chandigarh,106,98,9,154,13.09,6.49,1
Gujarat Titans,Punjab Kings,Chandigarh,106,97,9,154,12.52,6.56,1
Gujarat Titans,Punjab Kings,Chandigarh,102,96,9,154,13.0,6.38,1
Gujarat Titans,Punjab Kings,Chandigarh,100,95,9,154,12.96,6.32,1
Gujarat Titans,Punjab Kings,Chandigarh,100,94,9,154,12.46,6.38,1
Gujarat Titans,Punjab Kings,Chandigarh,100,93,9,154,12.0,6.45,1
Gujarat Titans,Punjab Kings,Chandigarh,99,92,9,154,11.79,6.46,1
Gujarat Titans,Punjab Kings,Chandigarh,99,91,9,154,11.38,6.53,1
Gujarat Titans,Punjab Kings,Chandigarh,98,90,9,154,11.2,6.53,1
Gujarat Titans,Punjab Kings,Chandigarh,97,89,9,154,11.03,6.54,1
Gujarat Titans,Punjab Kings,Chandigarh,96,88,9,154,10.88,6.55,1
Gujarat Titans,Punjab Kings,Chandigarh,95,87,9,154,10.73,6.55,1
Gujarat Titans,Punjab Kings,Chandigarh,95,86,9,154,10.41,6.63,1
Gujarat Titans,Punjab Kings,Chandigarh,94,85,9,154,10.29,6.64,1
Gujarat Titans,Punjab Kings,Chandigarh,93,84,9,154,10.17,6.64,1
Gujarat Titans,Punjab Kings,Chandigarh,93,83,9,154,9.89,6.72,1
Gujarat Titans,Punjab Kings,Chandigarh,91,82,9,154,9.95,6.66,1
Gujarat Titans,Punjab Kings,Chandigarh,91,81,9,154,9.69,6.74,1
Gujarat Titans,Punjab Kings,Chandigarh,90,80,9,154,9.6,6.75,1
Gujarat Titans,Punjab Kings,Chandigarh,88,79,9,154,9.66,6.68,1
Gujarat Titans,Punjab Kings,Chandigarh,87,78,9,154,9.57,6.69,1
Gujarat Titans,Punjab Kings,Chandigarh,83,77,9,154,9.91,6.47,1
Gujarat Titans,Punjab Kings,Chandigarh,82,76,9,154,9.82,6.47,1
Gujarat Titans,Punjab Kings,Chandigarh,81,75,9,154,9.73,6.48,1
Gujarat Titans,Punjab Kings,Chandigarh,77,74,9,154,10.04,6.24,1
Gujarat Titans,Punjab Kings,Chandigarh,76,73,9,154,9.96,6.25,1
Gujarat Titans,Punjab Kings,Chandigarh,76,72,9,154,9.75,6.33,1
Gujarat Titans,Punjab Kings,Chandigarh,76,71,9,154,9.55,6.42,1
Gujarat Titans,Punjab Kings,Chandigarh,75,70,9,154,9.48,6.43,1
Gujarat Titans,Punjab Kings,Chandigarh,75,69,9,154,9.29,6.52,1
Gujarat Titans,Punjab Kings,Chandigarh,74,68,9,154,9.23,6.53,1
Gujarat Titans,Punjab Kings,Chandigarh,74,67,9,154,9.06,6.63,1
Gujarat Titans,Punjab Kings,Chandigarh,74,66,9,154,8.89,6.73,1
Gujarat Titans,Punjab Kings,Chandigarh,73,65,9,154,8.84,6.74,1
Gujarat Titans,Punjab Kings,Chandigarh,72,64,9,154,8.79,6.75,1
Gujarat Titans,Punjab Kings,Chandigarh,68,63,9,154,9.05,6.48,1
Gujarat Titans,Punjab Kings,Chandigarh,68,62,9,154,8.9,6.58,1
Gujarat Titans,Punjab Kings,Chandigarh,67,61,9,154,8.85,6.59,1
Gujarat Titans,Punjab Kings,Chandigarh,66,60,9,154,8.8,6.6,1
Gujarat Titans,Punjab Kings,Chandigarh,65,59,9,154,8.75,6.61,1
Gujarat Titans,Punjab Kings,Chandigarh,65,58,8,154,8.61,6.72,1
Gujarat Titans,Punjab Kings,Chandigarh,65,57,8,154,8.48,6.84,1
Gujarat Titans,Punjab Kings,Chandigarh,64,56,8,154,8.44,6.86,1
Gujarat Titans,Punjab Kings,Chandigarh,63,55,8,154,8.4,6.87,1
Gujarat Titans,Punjab Kings,Chandigarh,63,54,8,154,8.27,7.0,1
Gujarat Titans,Punjab Kings,Chandigarh,63,53,8,154,8.15,7.13,1
Gujarat Titans,Punjab Kings,Chandigarh,63,52,8,154,8.03,7.27,1
Gujarat Titans,Punjab Kings,Chandigarh,62,51,8,154,8.0,7.29,1
Gujarat Titans,Punjab Kings,Chandigarh,61,50,8,154,7.97,7.32,1
Gujarat Titans,Punjab Kings,Chandigarh,60,49,8,154,7.94,7.35,1
Gujarat Titans,Punjab Kings,Chandigarh,59,48,8,154,7.92,7.38,1
Gujarat Titans,Punjab Kings,Chandigarh,58,47,8,154,7.89,7.4,1
Gujarat Titans,Punjab Kings,Chandigarh,57,46,8,154,7.86,7.43,1
Gujarat Titans,Punjab Kings,Chandigarh,57,45,8,154,7.76,7.6,1
Gujarat Titans,Punjab Kings,Chandigarh,57,44,8,154,7.66,7.77,1
Gujarat Titans,Punjab Kings,Chandigarh,53,43,8,154,7.87,7.4,1
Gujarat Titans,Punjab Kings,Chandigarh,49,42,8,154,8.08,7.0,1
Gujarat Titans,Punjab Kings,Chandigarh,48,41,8,154,8.05,7.02,1
Gujarat Titans,Punjab Kings,Chandigarh,48,40,7,154,7.95,7.2,1
Gujarat Titans,Punjab Kings,Chandigarh,47,39,7,154,7.93,7.23,1
Gujarat Titans,Punjab Kings,Chandigarh,46,38,7,154,7.9,7.26,1
Gujarat Titans,Punjab Kings,Chandigarh,45,37,7,154,7.88,7.3,1
Gujarat Titans,Punjab Kings,Chandigarh,43,36,7,154,7.93,7.17,1
Gujarat Titans,Punjab Kings,Chandigarh,41,35,7,154,7.98,7.03,1
